Contract Number,Description,Start Date,End Date,Vendor Name,Total Amount,Amount Spent,Procurement Method,Trade Type,Category,Location,Contract Status
1514177,Various Sites - Martial Arts Program Consultant (EVPCOM032871),4/14/2015,6/30/2015,TERRENCE TYSON,"$2,200.00",$387.50,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1507913,Assistant for Resident Engagement Programs (RESIDE032373),4/13/2015,12/31/2015,GABRIEL R GAGNE,"$18,105.00","$18,105.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1510356,Various Brooklyn Developments - Job Order Contract for Mechanical Renovation Work - (TECHNI027525 - F. Carbin),4/13/2015,5/10/2017,PEN ENTERPRISES INC.,"$880,000.93","$859,166.65",SEALED BID,Service,GR-GENERAL RENOVATION TYPE A.1CM,VARIOUS PROJECT-VARP,Expired
1510357,Various Staten Island Developments - Job Order Contract for Mechanical Renovation Work - (TECHNI027528 - F. Carbin),4/13/2015,5/12/2017,"GEOMATRIX SERVICES, INC.","$880,001.28","$861,050.72",SEALED BID,Service,GR-GENERAL RENOVATION TYPE A.1CM,VARIOUS PROJECT-VARP,Expired
1501696,"Coney Island Sites, Brklyn-A & E Services in Connection with Sandy",4/13/2015,3/31/2024,"CURTIS & GINSBERG ARCHITECTS, LLP","$10,683,086.40","$10,647,280.00",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,BROOKLYN PROPERTY MANAGEMENT,Expired
1512710,Baychester RA- Strategic Planning Services (Resident Engagement_RESIDE032754) TP 15124,4/11/2015,7/31/2015,"RIVERA, SIERRA & COMPANY, INC.","$4,900.00","$4,900.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,BAYCHESTER-0440,Expired
1509286,Amsterdam RA - Consultant for ESL Training Program (RESIDE032513),4/10/2015,8/30/2015,JOHN FIGUEROA,"$1,600.00","$1,600.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,AMSTERDAM-0530,Expired
1510130,"Rangel Houses, Manhattan - Installation of Vinyl Floor Tile in Apartments - (TECHNI031036 - N. Bose)",4/10/2015,11/13/2016,METROCITY RENOVATION INC,"$72,297.00","$57,219.22",SEALED BID,Service,TL-TILE.1CM,RALPH RANGEL-0317,Expired
1510131,"Roosevelt I & Roosevelt II Houses, Brooklyn - Maintenance Painting of Apartments - (TECHNI030775 - N. Bose)",4/10/2015,12/20/2017,ADEL-FIA CONTRACTING CORP.,"$651,437.50","$332,768.50",SEALED BID,Service,PD-PAINTING.1CM,E ROOSEVELT I-0227,Expired
1510134,"Morris I & Morris II Houses, Bronx - Installation of Vinyl Floor Tile in Apartments - (TECHNI030368 - N. Bose)",4/10/2015,3/6/2016,MAHI PAINTING INC.,"$147,001.80","$59,271.40",SEALED BID,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Expired
1510135,"Baruch & Baruch Addition Houses, Manhattan - Installation of Vinyl Floor Tile in Apartments - (TECHNI026459 - N. Bose)",4/10/2015,12/21/2017,MAHI PAINTING INC.,"$318,000.00",$0.00,SEALED BID,Service,TL-TILE.1CM,BARUCH-0215,Expired
1510136,"Chelsea, Chelsea Addition & Elliott Houses, Mixed Finance - Installation of Floor Tile in Apartments - (TECHNI026499 - N. Bose)",4/10/2015,8/2/2017,MAHI PAINTING INC.,"$117,000.00","$22,401.15",SEALED BID,Service,TL-TILE.1CM,CHELSEA-0446,Expired
1509938,"Seth Low & Glenmore Plaza Houses, Brooklyn - Installation of Vinyl Floor Tile in Apartments - (TECHNI026093 - N. Bose)",4/9/2015,6/16/2016,"BEESLA PAINTING CO., INC.","$94,547.87","$90,296.64",SEALED BID,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Expired
1509940,"Johnson Houses, Manhattan - Installation of Vinyl Floor Tile in Apartments - (TECHNI031174 - N. Bose)",4/9/2015,8/7/2017,MAHI PAINTING INC.,"$71,362.50","$69,629.80",SEALED BID,Service,TL-TILE.1CM,J W JOHNSON-0516,Expired
1509945,"Fulton Houses, Mixed Finance - Installation of Vinyl Floor Tile in Apartments - (TECHNI026551 - N. Bose)",4/9/2015,5/6/2016,MAHI PAINTING INC.,"$50,000.00",$0.00,SEALED BID,Service,TL-TILE.1CM,ROBERT FULTON-0252,Expired
1509946,"King Towers, Randolph & Grampion Houses, Mixed Finance - Maintenance Painting of Apartments - (TECHNI031625 - N. Bose)",4/9/2015,9/4/2018,"BEESLA PAINTING CO., INC.","$1,183,578.24","$575,626.41",SEALED BID,Service,PD-PAINTING.1CM,MANHATTAN PROPERTY MANAGEMENT,Expired
1509344,King Towers SC - Series of Computer Workshops (Resident Engagement_RESIDE032528) TP# 15085,4/7/2015,9/30/2015,"G.I. Holder Initiatives, Inc.","$4,960.00","$4,960.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,KING TOWERS SC -S518,Expired
1509341,King Towers SC - Microsoft Skills Program for Seniors (Resident Engagement_RESIDE032519) TP# 15088,4/6/2015,9/30/2015,"G.I. Holder Initiatives, Inc.","$4,960.00","$4,960.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,KING TOWERS SC -S518,Expired
1509226,SMD-FURNISHING GRASS SEED & TOPSOIL.,4/6/2015,4/5/2016,BISSETT NURSERY CORP.,"$19,910.00","$18,551.50",SEALED BID,Materials,GROUNDS MAINTENANCE.SEED GRASS,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1509310,Consultant for Advance Computer Training (RESIDE032515),4/6/2015,8/30/2015,JOHN FIGUEROA,"$3,200.00","$3,200.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,AMSTERDAM-0530,Expired
1428340,"MOP, 24 OZ. WET & HANDLE - Change 1",4/6/2015,1/5/2017,NATIONAL INDUSTRIES FOR THE BLIND,"$255,000.00","$254,998.92",GOVERMENT LIST,Materials,"JANITORIAL SUPPLIES.BROOMS, MOPS, BRUSHES",L.I.C.-WHSE -LICW,Expired
1509560,Various Manhattan Developments - Job Order Contract for Mechanical Work - (TECHNI027524 - F. Carbin),4/6/2015,5/12/2017,PEN ENTERPRISES INC.,"$880,000.97","$811,071.23",SEALED BID,Service,GR-GENERAL RENOVATION TYPE A.1CM,VARIOUS PROJECT-VARP,Expired
1509440,"Pomonok Houses, Queens - Maintenance Painting of Apartments - (TECHNI030780 - N. Bose)",4/3/2015,10/26/2017,"VIRINDER, INC.","$1,576,846.24","$338,761.48",SEALED BID,Service,PD-PAINTING.1CM,POMONOK-0588,Expired
1509446,"Pelham Parkway & Boston Road Plaza Houses, Bronx - Maintenance Painting of Apartments - (TECHNI025763 - N. Bose)",4/3/2015,2/16/2018,"SATGUR CONSTRUCTION, INC.","$1,117,781.22","$479,492.00",SEALED BID,Service,PD-PAINTING.1CM,PELHAM PARKWAY-0586,Expired
1509448,"Harlem River I & II, Audubon, Bethune Gardens, Washington Hts. Rehab (Ph 111) & Thurgood Marshall Plaza Houses, Manhattan - Maintenance Painting of Apartments - (TECHNI030777 - N. Bose)",4/3/2015,12/3/2016,"VIRINDER, INC.","$510,069.00","$205,381.00",SEALED BID,Service,PD-PAINTING.1CM,VARIOUS PROJECT-VARP,Expired
1509214,"Sumner, 303 Vernon Avenue and Bed-Stuy Rehab Houses, Brooklyn - Maintenance Painting of Apartments - (TECHNI030778 - N. Bose)",4/2/2015,6/20/2018,"VIRINDER, INC.","$1,022,452.38","$555,318.00",SEALED BID,Service,PD-PAINTING.1CM,SUMNER-0538,Expired
1509215,"Manhattanville, Manhattanville Rehab Grp 2 & Manhattanville Rehab Grp 3 Houses, Mixed Finance - Maintenance Painting of Apartments - (TECHNI030779 - N. Bose)",4/2/2015,12/2/2017,"VIRINDER, INC.","$1,498,297.45","$287,200.00",SEALED BID,Service,PD-PAINTING.1CM,MANHATTANVILLE-0429,Expired
1508433,Dept of Res Eng- Organizational Develpment Follow-up for Brooklyn South District Council of Presidents & NYCHA (Resident Engagement_RESIDE032410) TP# 15082,4/1/2015,9/30/2015,"RIVERA, SIERRA & COMPANY, INC.","$4,800.00","$4,800.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,DEPT OF RESIDENT ENGAGEMENT,Expired
1508446,SMD-FURNISHING CARBON MONOXIDE ALARMS.,4/1/2015,3/31/2018,HD SUPPLY FACILITIES MAINTENANCE LTD,"$431,831.40","$431,572.56",SEALED BID,Materials,ELECTRICAL.ELECTRICAL SUPPLIES - MISCELLANEOUS,L.I.C.-WHSE -LICW,Expired
1508547,SMD-FURNISHING 14.6 CU.FT. ENERGY STAR REFRIGERATORS.,4/1/2015,3/31/2016,P.C. RICHARD & SON LONG ISLAND CORPORATION,"$249,100.00","$244,330.00",SEALED BID,Materials,APPLIANCES.REFRIGERATOR - ELECTRIC,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1509220,"Various Brooklyn Developments - Installation of Painted Pavement Striping, Letters, Numbers & Symbols for Parking Areas - (TECHNI028563 - N. Scheff)",4/1/2015,3/31/2016,SUNLAB CONTRACTORS INC.,"$466,462.50",$0.00,SEALED BID,Service,PD-PUBLICE SPACE PAINTING CONTRACTORS.1CM,VARIOUS PROJECT-VARP,Expired
1429809,Various Locations - Software License & Services Agreement - (A. Orenstein),4/1/2015,3/31/2020,RISKONNECT CLEARSIGHT LLC,"$255,000.00","$231,415.00",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,RISK MANAGEMENT-0128,Expired
1435109,IT - Smart phone and cell phone services Resolution# 15-3/25-3,4/1/2015,5/15/2020,CELLCO PARTNERSHIP DBA/VERIZON WIRELESS,"$12,827,698.00","$12,820,829.80",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1509925,IT- Telecomm Services( IT-ITENTE030199),4/1/2015,4/30/2018,DEPARTMENT OF INFORMATION TECHNOLOGY,"$690,000.00","$644,177.00",GOV_TO_GOV,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1506258,SMD-FURNISHING ELECTRICAL WIRING DEVICES.,4/1/2015,3/31/2018,REDLYN ELECTRIC CORP. DBA LOUIS SHIFFMAN ELECTRIC,"$93,008.50","$57,162.34",SEALED BID,Materials,ELECTRICAL.FIXTURES INDOORS,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1525302,IT- Internet Access NYC OGS PS#63855(IT_ITENTE034281),4/1/2015,10/30/2015,CABLEVISION,"$40,000.00","$40,000.00",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1518244,IT-IPAD Services _ITENTE033463) GSA GS-35F-0119P(ITENTE034066),4/1/2015,9/15/2015,CELLCO PARTNERSHIP DBA/VERIZON WIRELESS,"$42,000.00","$42,000.00",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1518173,IT-Cell Phone Services (IT_MovarisITENT033461) NYS OGS PS63853,4/1/2015,12/15/2015,SPRINT COMM. COMPANY L.P.,"$10,000.00","$9,218.86",GOVERMENT LIST,Service,CP-COMPUTER.1CM,IT INFRASTRUCTURE,Expired
1517096,Preventive maintenance for HVAC @ 1200 Waters Pl. (FACILI033123),4/1/2015,3/15/2021,SAV-MOR MECHANICAL INC.,"$43,280.00","$31,247.55",NON-COMP - Sole Source,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,REAL ESTATE BUSINESS OPERATIONS (0892),Expired
1506443,SMD_MISC. DOOR HARDWARE,4/1/2015,3/31/2018,"PROGRESSIVE HARDWARE CO., INC.","$301,005.01","$300,935.02",SEALED BID,Materials,HARDWARE.HARDWARE - DOOR,VARIOUS PROJECTS-0976,Expired
1512586,Sedgwick RA - Strategic Planning Workshop (RESIDE032831),4/1/2015,7/31/2015,"RIVERA, SIERRA & COMPANY, INC.","$4,900.00","$4,900.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,SEDGWICK-0368,Expired
1509042,"Drew Hamilton Houses, Manhattan - Mixed Finance - Installation of Vinyl Floor Tile in Apartments - (TECHNI030098 - N. Bose)",3/31/2015,4/6/2016,MAHI PAINTING INC.,"$49,570.00","$42,180.44",SEALED BID,Service,TL-TILE.1CM,DREW-HAMILTON-0434,Expired
1508197,Various Properties Hardware_Door,3/27/2015,9/26/2018,"PROGRESSIVE HARDWARE CO., INC.","$131,116.68","$131,109.86",SEALED BID,Materials,"HARDWARE.DOORBELLS, KNOCKERS, INTERVIEWERS",VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1508382,"Bronx River & Bronx River Addition Houses, Bronx - Installation of Vinyl Floor Tile in Apartments - (TECHNI027353 - N. Bose)",3/25/2015,12/17/2016,MAHI PAINTING INC.,"$148,852.20","$61,160.00",SEALED BID,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Expired
1508401,"Breukelen Houses, Brooklyn - Installation of Vinyl Floor Tile in Apartments - (TECHNI026461 - N. Bose)",3/25/2015,9/17/2017,BABBU CONSTRUCTION CORP.,"$295,500.00","$264,106.30",SEALED BID,Service,TL-TILE.1CM,BREUKELEN-0212,Expired
1508398,"Pelham Parkway Houses, Bronx - Rental of Above Ground Fuel Oil Tank - (TECHNI028288 - Y. Tkach)",3/25/2015,9/28/2016,"RAPID WASTE DISPOSAL, INC.","$28,272.00","$15,617.22",SEALED BID,Service,HE-HEATING.1CM,PELHAM PARKWAY-0586,Expired
1508402,Various Brooklyn East Developments - Installation of Vinyl Floor Tile in Apartments - (TECHNI026600 - N. Bose),3/25/2015,8/17/2016,BABBU CONSTRUCTION CORP.,"$466,500.00","$270,406.39",SEALED BID,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Expired
1433079,"Clean Up, Abatement & Restoration of Apts for Sandy Var Bklyn",3/25/2015,2/21/2022,"JEMCO ELECTRICAL CONTRACTORS, INC.","$21,411,305.02","$20,082,686.45",SEALED BID,Decar,AS-ASBESTOS ABATEMENT.1CM,VARIOUS PROJECT-VARP,Expired
1508375,Various Bronx North Developments - Installation of Vinyl Floor Tile in Apartments - (TECHNI26540 - N. Bose),3/25/2015,5/17/2016,BABBU CONSTRUCTION CORP.,"$113,000.00","$70,388.64",SEALED BID,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Expired
1508123,"Forest and McKinley Houses, Bronx - Installation of Vinyl Floor Tile in Apartments (TECHNI030059 - N. Bose)",3/24/2015,12/16/2016,"BEESLA PAINTING CO., INC.","$144,505.14","$98,522.65",SEALED BID,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Expired
1509703,Various Sites - Rental Consultant (COMMUN032586),3/24/2015,12/31/2015,NIYA AMANDA PETERS,"$4,995.00",$645.00,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1502000,"Ocean Bay (Bayside), Queens Developments - Architectural & Engineering Services in Connection with Sandy Resiliency & Renewal Program",3/24/2015,3/22/2021,MDSZERBATY & ASSOCIATES ARCHITECTURE LLC,"$8,206,818.75","$7,947,599.67",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,CPD-ADMINISTRATION,Expired
1508977,Various Sites - Program Assisistant Consultant (COMMUN032471),3/23/2015,12/31/2015,REGINA V. CAMPBELL,"$5,000.00","$2,635.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1508981,Various Sites - Rental Supervisor (COMMUN032472),3/23/2015,12/31/2015,REGINA V. CAMPBELL,"$4,995.00",$592.50,SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,VARIOUS PROJECT-VARP,Expired
1507434,smd-furshing hollister whithney parts,3/23/2015,3/22/2018,ELEVATOR TECHNOLOGY CORP,"$102,083.50","$92,567.40",SEALED BID,Materials,ELEVATOR PARTS.HOLL WHITNEY,VARIOUS PROPERTIES & DEPARTMENTS,Expired
1507436,SMD-FURNISHING CARBON MONOXIDE ALARM.,3/23/2015,3/22/2018,REDLYN ELECTRIC CORP. DBA LOUIS SHIFFMAN ELECTRIC,"$557,500.00",$0.00,SEALED BID,Materials,ELECTRICAL.ELECTRICAL SUPPLIES - MISCELLANEOUS,L.I.C.-WHSE -LICW,Expired
1507775,Various Bronx South Developments - Installation of Vinyl Floor Tile in Apartments - (TECHNI026482 - N. Bose),3/20/2015,6/16/2017,BABBU CONSTRUCTION CORP.,"$361,500.00","$347,440.72",SEALED BID,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Expired
1507782,Various Brooklyn South Developments - Installation of Vinyl Floor Tile in Apartments - (TECHNI026500 - N. Bose),3/20/2015,3/21/2017,BABBU CONSTRUCTION CORP.,"$136,500.00","$113,553.99",SEALED BID,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Expired
1507915,Morrisania RA- Provide Anti Employment Barrier Workshop (Resident Engagement_RESIDE032355) TP# 15053,3/20/2015,6/30/2015,BASIM ZAKI ADIB DBA URBAN PROFESSIONALS LIFTING...,"$4,999.00","$4,999.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,MORRISANIA-0250,Expired
1507756,"Wise Towers, Wise Rehab-48-54 West 94th St. & WSUR Brownstones Houses, Manhattan - Installation of Vinyl Floor Tiles in Apartments - (TECHNI026487 - N. Bose)",3/20/2015,5/20/2017,BABBU CONSTRUCTION CORP.,"$169,500.00","$127,569.50",SEALED BID,Service,TL-TILE.1CM,STEPHEN WISE-0445,Expired
1509404,Morrisania RA - 10 Hour OSHA Training Course (RESIDE032536),3/20/2015,6/30/2015,SAFETY FIRST/KASEEM ALI,"$4,950.00","$4,950.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,MORRISANIA CC C385,Expired
1506126,Women's Empowerment Training Retreat (RESIDE032087),3/20/2015,6/20/2015,"SHARE FOR LIFE FOUNDATION, INC.","$8,500.00","$8,500.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,SOTOMAYOR HOUSES - 0222,Expired
1507520,"Albany I & II and Weeksville Gardens Houses, Brooklyn - Installation of Vinyl Floor Tile in Apartments (TECHNI026468 - N. Bose)",3/19/2015,12/16/2016,BABBU CONSTRUCTION CORP.,"$270,000.00","$264,046.65",SEALED BID,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Expired
1507510,"Sotomayor Houses, Bronx - Installation of Vinyl Floor Tile in Apartments - (TECHNI026469 - N. Bose)",3/19/2015,12/16/2016,BABBU CONSTRUCTION CORP.,"$252,000.00","$179,044.14",SEALED BID,Service,TL-TILE.1CM,SOTOMAYOR HOUSES - 0222,Expired
1507506,Various Brooklyn South Developments - Installation of Vinyl Floor Tile in Apartments - (TECHNI030078 - N. Bose),3/19/2015,12/4/2015,EARTH LINK GENERAL CONSTRUCTION INC.,"$129,140.00","$92,395.41",SEALED BID,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Expired
1410757,REPLACEMENT OF UNDERGROUND STEAM DISTRIBUTION SYSTEM,3/18/2015,11/21/2017,TR PIPE INC.,"$6,747,324.67","$6,747,324.67",SEALED BID,Decar,HE-HEATING.1CM,VARIOUS PROJECT-VARP,Expired
1507283,"Murphy Houses & 1010 East 178th Street Houses, Bronx, Mixed Finance - Installation of Vinyl Composition Floor Tile in Apartments (TECHNI025933 - N. Bose)",3/17/2015,12/21/2016,"BEESLA PAINTING CO., INC.","$60,415.73","$31,026.13",SEALED BID,Service,TL-TILE.1CM,VARIOUS PROJECT-VARP,Expired
1507175,"Lafayette Gardens Houses, Brooklyn - Installation of Vinyl Composition Floor Tile in Apartments (TECHNI025928 - N. Bose)",3/17/2015,6/15/2017,BABBU CONSTRUCTION CORP.,"$51,150.03","$50,244.89",SEALED BID,Service,TL-TILE.1CM,LAFAYETTE GARDE-0247,Expired
1507150,Various Queens & Staten Island Developments - Tree Pruning & Crown Reduction - (TECHNI030467 - K. Davis) (Risk Pin # 107883),3/17/2015,4/20/2019,"THM LANDCARE, INC. DBA/ TREE HEALTH","$678,668.00","$289,064.00",SEALED BID,Service,GD-GROUNDS AND GROUNDS MAINTENANCE.1CM,QN/SI PROPERTY MANAGEMENT,Expired
1435124,DELTA #501-DST/Change Order # 1(new BPA 1715429),3/16/2015,3/16/2018,"SAMUEL LEVINE PLUMBING & HEATING, SUPPLIES INCORPORATED","$499,140.00","$499,129.64",SEALED BID,Materials,PLUMBING CMA.PLUMBING CMA,L.I.C.-WHSE -LICW,Expired
1507213,Various Locations - Strategic Planning & Change Management Consulting Services - (CHAIRO30586 - K. Totah),3/16/2015,12/15/2016,COMMUNITY RESOURCE EXCHANGE,"$99,000.00","$45,131.62",COMPETETIVE RFP,Service,LO-PROFESSIONAL SERVICES LEGAL OTHER.1CM,CHIEF EXECUTIVE OFFICER – (EDP 0001),Expired
1505990,SMD-FURNISHING 14.6CU FT. ENERGY STAR REFRIGERATORS.,3/16/2015,3/15/2016,P.C. RICHARD & SON LONG ISLAND CORPORATION,"$249,100.00","$249,100.00",SEALED BID,Materials,APPLIANCES.REFRIGERATOR - ELECTRIC,VARIOUS PROPERTIES OR DEPARTMENTS,Expired
1427984,Plumbing/Fire Protection Restoration with Sandy,3/15/2015,10/26/2017,VITAL PLUMBING INC,"$541,000.00","$506,489.46",SEALED BID,Decar,PL-PLUMBING.1CM,L.E.S. V -0555,Expired
1508586,Provide Strategic Planning Research Services (SELECT032359),3/13/2015,9/30/2015,"RIVERA, SIERRA & COMPANY, INC.","$4,900.00","$4,900.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,COMM OPER ADMIN-0123,Expired
1506871,"Wise Tower, 48-54 W 94th St., Dehostos, 589 Amsterdam Ave., 74 W 94th St., 120 W 94th St., Thomas & WSUR-Brownstones Houses, Mixed Finance - Maintenance Painting of Apartments - (TECHNI030293 - N. Bose)",3/13/2015,7/27/2018,"VIRINDER, INC.","$945,000.00","$577,476.00",SEALED BID,Service,PD-PAINTING.1CM,STEPHEN WISE-0445,Expired
1507971,Cypress Hill RA- Youth (Resident Engagement_RESIDE032230) TP# 15068,3/12/2015,7/30/2015,"SHARE FOR LIFE FOUNDATION, INC.","$4,800.00","$4,800.00",SMALL PURCHASE,Service,PS-PROFESSIONAL SERVICES OTHER.1CM,CYPRESS HILL-0536,Expired
1428990,HVAC Restoration Associated with SRP,3/11/2015,2/16/2019,"MARIC PLUMBING & HEATING, INC","$1,180,613.00","$1,180,613.00",SEALED BID,Decar,HE-HEATING.1CM,L.E.S. V -0555,Expired
1428999,Restoration Associated with SRP,3/11/2015,12/3/2022,PMY CONSTRUCTION CORP.,"$2,599,115.72","$2,516,778.45",SEALED BID,Decar,GR-GENERAL RENOVATION TYPE A.1CM,L.E.S. V -0555,Expired
1502920,Various Locations - Architectural & Engineering Services - (R. Stefanowicz),3/11/2015,10/1/2024,"D & B ENGINEERS AND ARCHITECTS, PC DBA/DVIRKA &","$8,125,000.00","$5,096,101.95",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,CPD-ADMINISTRATION,Active
1502890,Various Locations - Architectural & Engineering Services - (S. Groom),3/11/2015,9/1/2024,"PURCELL EVERETT ARCHITECTS, P.C.","$8,625,000.00","$3,261,112.41",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,CITYWIDE DEVELOPMENTS,Active
1502895,Various Locations - Architectural & Engineering Services - (R. Stefanowicz),3/11/2015,2/19/2025,NELLIGAN WHITE ARCHITECTS PLLC,"$6,125,000.00","$4,783,748.72",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,CPD-ADMINISTRATION,Active
1502897,Various Locations - Architectural & Engineering Services - (S. Groom),3/11/2015,2/9/2022,WESLER-COHEN ASSOCIATES CONSULTING,"$6,625,000.00","$770,000.00",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,CITYWIDE DEVELOPMENTS,Expired
1502899,Various Locations - Architectural & Engineering Services - (R. Stefanowicz),3/11/2015,2/28/2021,"CURTIS & GINSBERG ARCHITECTS, LLP","$5,275,000.00","$290,332.22",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,CPD-ADMINISTRATION,Expired
1502911,Various Locations - Architectural & Engineering Services - (R. Stefanowicz),3/11/2015,3/30/2024,"LAKHANI & JORDAN ENGINEERS, PC","$11,125,000.00","$10,237,255.85",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,CITYWIDE DEVELOPMENTS,Expired
1502912,Various Locations - Architectural & Engineering Services - (S. Groom),3/11/2015,1/1/2025,"H2M ARCHITECTS, ENGINEERS LAND SURVEYING AND LANDSCAPE ARCHITECTURE, D.P.C","$10,125,000.00","$6,199,748.80",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,CPD-ADMINISTRATION,Active
1502914,Various Locations - Architectural & Engineering Services - (S. Groom),3/11/2015,9/7/2024,IP PROFESSIONAL ENGINEERING PC,"$8,125,000.00","$1,602,338.16",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,CPD-ADMINISTRATION,Active
1502917,Various Locations - Architectural & Engineering Services - (R. Stefanowicz),3/11/2015,4/1/2024,STV INCORPORATED,"$11,375,000.00","$6,152,932.13",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,CPD-ADMINISTRATION,Expired
1502919,Various Locations - Architectural & Engineering Services - (S. Groom),3/11/2015,4/7/2024,"SBJ GROUP ARCHITECTS, PC D/B/A STEPHEN B JACOBS GROUP PC","$6,875,000.00","$1,304,692.00",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,CPD-ADMINISTRATION,Active
1502922,Various Locations - Architectural & Engineering Services - (R. Stefanowicz),3/11/2015,7/15/2024,SUPERSTRUCTURES ENGINEERING + ARCHITECTURE PLLC,"$16,625,000.00","$11,383,221.74",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,CPD-ADMINISTRATION,Active
1502924,Various Locations - Architectural & Engineering Services - (R. Stefanowicz),3/11/2015,9/28/2024,"RAMAN & OUNDJIAN ENGINEERS & ARCHITECTS, PC","$13,395,121.44","$8,118,185.75",COMPETETIVE RFP,Service,AE-ARCHITECT AND ENGINEER.1CM,CPD-ADMINISTRATION,Active
